1700,1771,1620,2057,2190,1564,434,1748,1963,1833,1584,1482,1955,2141,795,1933,2036,1630,1720,1603,1188,1414,1743,1546
1659,1726,1584,2057,2190,1601,603,1743,1970,1994,1540,1562,1773,1918,707,1846,2036,1674,1677,1603,1231,1369,1742,1591
1700,1775,1495,2057,2193,1682,562,1782,2010,1909,1668,1482,1819,2007,707,1890,2210,1631,1720,1517,1231,1414,1742,1637
1700,1687,1544,2018,2152,1599,562,1782,2010,1950,1712,1522,1864,1918,751,1802,2166,1588,1591,1517,1275,1414,1743,1591
1659,1731,1584,1974,2152,1640,605,1741,2014,1909,1545,1522,1682,2007,707,1933,2037,1759,1591,1560,1231,1369,1742,1637
1700,1687,1540,2057,2193,1599,605,1782,2010,1869,1628,1522,1819,2007,751,1802,1993,1673,1806,1473,1231,1414,1742,1637
1700,1731,1584,1970,2193,1640,644,1741,2094,1913,1540,1522,1819,2052,707,1802,1993,1673,1720,1603,1231,1369,1742,1637
1619,1731,1495,1974,2110,1558,645,1738,2054,1909,1584,1482,1773,2007,751,2064,1776,1588,1720,1473,1231,1369,1787,1637
1659,1771,1624,2054,2190,1601,519,1738,2094,1913,1668,1522,1819,2096,751,1889,1863,1588,1634,1560,1231,1414,1787,1591
1659,1810,1495,2014,2149,1599,605,1738,2014,1953,1623,1482,1728,2051,751,1846,1777,1588,1720,1517,1187,1414,1742,1637
1619,1687,1580,1970,2152,1560,644,1869,1927,1909,1628,1522,1819,1874,795,1846,2037,1631,1677,1517,1232,1414,1699,1591
1700,1766,1628,2057,2190,1519,601,1784,1970,1909,1589,1522,1864,2007,795,1933,1819,1673,1591,1560,1187,1458,1742,1637
1619,1810,1580,2101,2062,1517,603,1738,2014,1865,1633,1522,1773,1963,795,2021,1950,1630,1677,1517,1188,1458,1742,1637
1700,1687,1628,2101,2149,1558,644,1784,2010,1953,1628,1482,1728,1918,707,1890,1906,1587,1721,1517,1188,1414,1699,1591
1700,1687,1588,2057,2108,1603,601,1784,1970,1994,1579,1482,1773,2053,795,1890,1777,1631,1720,1517,1231,1458,1698,1637
1700,1726,1540,2018,2234,1517,686,1741,2010,1865,1628,1482,1773,2008,795,1933,1820,1631,1677,1560,1231,1502,1698,1637
1700,1687,1584,2054,2108,1560,725,1746,1927,1953,1628,1522,1773,2007,707,1890,2037,1673,1677,1560,1188,1414,1699,1546
1659,1810,1536,2018,2108,1560,684,1743,2010,1825,1712,1482,1819,2009,884,1933,1776,1630,1677,1517,1275,1458,1743,1591
1619,1682,1588,2057,2108,1556,768,1743,1970,1869,1589,1522,1819,1962,795,1933,1906,1588,1677,1560,1188,1458,1698,1591
1740,1731,1540,2054,2149,1517,725,1743,1930,1953,1584,1522,1819,2141,751,1846,2166,1630,1549,1517,1231,1458,1742,1682
1659,1687,1540,2018,2108,1599,684,1700,2010,1865,1672,1522,1819,1962,795,1890,2037,1674,1848,1517,1231,1458,1654,1637
1740,1731,1580,1974,2193,1599,684,1700,2014,1909,1628,1522,1819,1918,751,1933,1950,1717,1634,1516,1231,1414,1742,1637
1659,1731,1495,1930,2152,1514,729,1741,2010,1913,1584,1482,1819,1963,795,2021,1950,1760,1763,1473,1187,1414,1742,1591
1659,1731,1580,2014,2108,1556,727,1743,1930,2034,1545,1522,1773,1963,795,1846,1906,1717,1720,1517,1231,1414,1742,1591
1659,1771,1540,1930,2110,1597,727,1741,1974,2034,1623,1482,1773,2052,751,2020,1689,1545,1720,1560,1187,1414,1742,1591
1659,1687,1499,2010,2195,1599,645,1741,1974,1905,1628,1482,1728,2007,839,1933,1776,1588,1634,1517,1231,1414,1742,1591
1659,1771,1544,2097,2108,1640,686,1741,1974,2074,1668,1522,1819,1874,839,1890,1863,1630,1720,1647,1231,1414,1742,1546
1659,1691,1499,2014,2149,1599,645,1743,1930,1950,1668,1522,1773,2096,707,1977,1906,1631,1720,1560,1187,1369,1787,1637
1659,1771,1580,1974,2152,1640,521,1736,2097,1990,1668,1522,1819,2007,751,1846,1863,1630,1677,1603,1275,1369,1698,1591
1659,1731,1495,1967,2193,1558,605,1697,2057,1994,1628,1522,1773,2052,751,1933,1993,1588,1634,1517,1275,1414,1742,1637
1700,1731,1540,1970,2239,1643,519,1825,1970,1950,1623,1482,1819,2052,707,1977,1906,1502,1763,1474,1231,1414,1787,1637
1700,1687,1544,1970,2195,1597,605,1823,2014,1950,1628,1562,1728,2007,663,1934,2037,1630,1591,1473,1187,1369,1742,1591
1659,1731,1495,1930,2234,1556,607,1779,2057,1994,1584,1482,1728,2007,751,1846,1993,1674,1591,1517,1231,1369,1742,1591
1700,1682,1584,1930,2234,1475,727,1741,2014,2034,1584,1562,1773,2007,751,1802,1906,1631,1763,1560,1231,1414,1698,1591
1700,1687,1584,2141,2229,1436,684,1784,1967,1953,1584,1522,1864,2007,751,1846,1863,1631,1720,1516,1231,1458,1787,1637
1700,1687,1540,2054,2275,1558,727,1738,2014,1990,1668,1522,1910,2140,663,1977,1776,1631,1634,1560,1231,1458,1743,1637
