0.035	0.94	0.045	0.83	0	0	0	0.845	0	0	0.09	0.915	
0.035	0.73	0.045	0.5	0	0	0	0.73	0	0	0.11	0.305	
0.035	0.015	0.045	0.03	0	0	0	0.15	0	0	0.035	0.04	
0.035	0.025	0.045	0.09	0	0	0	0.045	0	0	0.095	0.075	
0.035	0.01	0.045	0.035	0	0	0	0.095	0	0	0.065	0.045	
0.035	0.955	0.045	0.995	0	0	0	0.995	0	0	0.095	0.805	
0.035	0.565	0.045	0.485	0	0	0	0.05	0	0	0.06	0.05	
0.035	0.19	0.045	0.14	0	0	0	0.045	0	0	0.07	0.15	
0.035	0.015	0.045	0.02	0	0	0	0.16	0	0	0.06	0.085	
0.035	0.01	0.045	0.04	0	0	0	0.17	0	0	0.035	0.1	
0.035	0.105	0.045	0.27	0	0	0	0.045	0	0	0.065	0.055	
0.035	0.03	0.045	0.11	0	0	0	0	0	0	0.105	0.015	
0.035	0.015	0.045	0.04	0	0	0	0.17	0	0	0.07	0.12	
0.035	0.01	0.045	0.11	0	0	0	0	0	0	0.03	0.03	
0.035	0.005	0.045	0.065	0	0	0	0.005	0	0	0.085	0.07	
0.035	0.015	0.045	0.025	0	0	0	0.17	0	0	0.05	0.015	
0.035	0.015	0.045	0.15	0	0	0	0.16	0	0	0.085	0.05	
0.035	0.015	0.045	0.025	0	0	0	0.15	0	0	0.045	0.025	
0.035	0.02	0.045	0.05	0	0	0	0.17	0	0	0.045	0.125	
0.035	0.06	0.045	0.035	0	0	0	0.185	0	0	0.015	0.09	
0.035	0.015	0.045	0.025	0	0	0	0.17	0	0	0.065	0.075	
0.035	0.015	0.045	0.02	0	0	0	0.165	0	0	0.045	0.11	
0.035	0.01	0.045	0.02	0	0	0	0.2	0	0	0.045	0.03	
0.035	0.265	0.045	0.49	0	0	0	0.195	0	0.005	0.045	0.23	
0.035	0.04	0.045	0.06	0	0	0	0.16	0	0	0.055	0.195	
0.035	0.01	0.045	0.035	0	0	0	0.18	0	0	0.13	0.135	
0.035	0.015	0.045	0.085	0	0	0	0	0	0	0.065	0.045	
0.035	0.015	0.045	0.07	0	0	0	0.085	0	0	0.055	0.04	
